country,disease,transmission,advice,source_url
Mauritania,Crimean-Congo Hemorrhagic fever,Tick bite Touching the body fluids of a person or animal infected with CCHF,Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/mauritania
Mauritania,Dengue,Mosquito bite,Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/mauritania
Mauritania,Leishmaniasis,Sand fly bite,Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/mauritania
Mauritania,Rift Valley Fever,"Touching blood, body fluids, or tissue of infected livestock Mosquito bite",Avoid animals Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/mauritania
Mauritania,Hantavirus,"Breathing in air or accidentally eating food contaminated with the urine, droppings, or saliva of infected rodents Bite from an infected rodent Less commonly, being around someone sick with hantavirus (only occurs with Andes virus)",Avoid rodents and areas where they live Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/mauritania
Mauritania,Tuberculosis (TB),"Breathe in TB bacteria that is in the air from an infected and contagious person coughing, speaking, or singing.",Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/mauritania
Mauritius,Leptospirosis,"Touching urine or other body fluids from an animal infected with leptospirosis Swimming or wading in urine-contaminated fresh water, or contact with urine-contaminated mud Drinking water or eating food contaminated with animal urine",Avoid contaminated water and soil Avoid floodwater,https://wwwnc.cdc.gov/travel/destinations/traveler/none/mauritius
Mauritius,Melioidosis,"Contact with contaminated fresh water, mud, or soil, especially after heavy rains Drinking contaminated water Breathing in contaminated dust or water droplets, especially during severe weather","Avoid floodwater and contact with soil or muddy water, particularly after heavy rains Bandage open wounds, cuts, or burns to protect them from coming into contact with soil or water",https://wwwnc.cdc.gov/travel/destinations/traveler/none/mauritius
Mauritius,Dengue,Mosquito bite,Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/mauritius
Mauritius,Hantavirus,"Breathing in air or accidentally eating food contaminated with the urine, droppings, or saliva of infected rodents Bite from an infected rodent Less commonly, being around someone sick with hantavirus (only occurs with Andes virus)",Avoid rodents and areas where they live Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/mauritius
Mauritius,Tuberculosis (TB),"Breathe in TB bacteria that is in the air from an infected and contagious person coughing, speaking, or singing.",Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/mauritius
Mayotte,Leptospirosis,"Touching urine or other body fluids from an animal infected with leptospirosis Swimming or wading in urine-contaminated fresh water, or contact with urine-contaminated mud Drinking water or eating food contaminated with animal urine",Avoid contaminated water and soil Avoid floodwater,https://wwwnc.cdc.gov/travel/destinations/traveler/none/mayotte
Mayotte,Dengue,Mosquito bite,Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/mayotte
Mayotte,Hantavirus,"Breathing in air or accidentally eating food contaminated with the urine, droppings, or saliva of infected rodents Bite from an infected rodent Less commonly, being around someone sick with hantavirus (only occurs with Andes virus)",Avoid rodents and areas where they live Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/mayotte
Mayotte,Tuberculosis (TB),"Breathe in TB bacteria that is in the air from an infected and contagious person coughing, speaking, or singing.",Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/mayotte
Mexico,Leptospirosis,"Touching urine or other body fluids from an animal infected with leptospirosis Swimming or wading in urine-contaminated fresh water, or contact with urine-contaminated mud Drinking water or eating food contaminated with animal urine",Avoid contaminated water and soil Avoid floodwater,https://wwwnc.cdc.gov/travel/destinations/traveler/none/mexico
Mexico,Melioidosis,"Contact with contaminated fresh water, mud, or soil, especially after heavy rains Drinking contaminated water Breathing in contaminated dust or water droplets, especially during severe weather","Avoid floodwater and contact with soil or muddy water, particularly after heavy rains Bandage open wounds, cuts, or burns to protect them from coming into contact with soil or water",https://wwwnc.cdc.gov/travel/destinations/traveler/none/mexico
Mexico,Chagas disease (American Trypanosomiasis),"Accidentally rub feces (poop) of the triatomine bug into the bug bite, other breaks in the skin, your eyes, or mouth From pregnant woman to her baby, contaminated blood products (transfusions), or contaminated food or drink.",Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/mexico
Mexico,Dengue,Mosquito bite,Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/mexico
Mexico,Leishmaniasis,Sand fly bite,Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/mexico
Mexico,Zika,Mosquito bite An infected pregnant woman can spread it to her unborn baby,Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/mexico
Mexico,Hantavirus,"Breathing in air or accidentally eating food contaminated with the urine, droppings, or saliva of infected rodents Bite from an infected rodent Less commonly, being around someone sick with hantavirus (only occurs with Andes virus)",Avoid rodents and areas where they live Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/mexico
Mexico,Tuberculosis (TB),"Breathe in TB bacteria that is in the air from an infected and contagious person coughing, speaking, or singing.",Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/mexico
Micronesia,Leptospirosis,"Touching urine or other body fluids from an animal infected with leptospirosis Swimming or wading in urine-contaminated fresh water, or contact with urine-contaminated mud Drinking water or eating food contaminated with animal urine",Avoid contaminated water and soil Avoid floodwater,https://wwwnc.cdc.gov/travel/destinations/traveler/none/micronesia
Micronesia,Dengue,Mosquito bite,Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/micronesia
Micronesia,Zika,Mosquito bite An infected pregnant woman can spread it to her unborn baby,Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/micronesia
Micronesia,Hantavirus,"Breathing in air or accidentally eating food contaminated with the urine, droppings, or saliva of infected rodents Bite from an infected rodent Less commonly, being around someone sick with hantavirus (only occurs with Andes virus)",Avoid rodents and areas where they live Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/micronesia
Micronesia,Tuberculosis (TB),"Breathe in TB bacteria that is in the air from an infected and contagious person coughing, speaking, or singing.",Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/micronesia
Moldova,Leptospirosis,"Touching urine or other body fluids from an animal infected with leptospirosis Swimming or wading in urine-contaminated fresh water, or contact with urine-contaminated mud Drinking water or eating food contaminated with animal urine",Avoid contaminated water and soil Avoid floodwater,https://wwwnc.cdc.gov/travel/destinations/traveler/none/moldova
Moldova,Hantavirus,"Breathing in air or accidentally eating food contaminated with the urine, droppings, or saliva of infected rodents Bite from an infected rodent Less commonly, being around someone sick with hantavirus (only occurs with Andes virus)",Avoid rodents and areas where they live Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/moldova
Moldova,Tuberculosis (TB),"Breathe in TB bacteria that is in the air from an infected and contagious person coughing, speaking, or singing.",Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/moldova
Monaco,Leptospirosis,"Touching urine or other body fluids from an animal infected with leptospirosis Swimming or wading in urine-contaminated fresh water, or contact with urine-contaminated mud Drinking water or eating food contaminated with animal urine",Avoid contaminated water and soil Avoid floodwater,https://wwwnc.cdc.gov/travel/destinations/traveler/none/monaco
Monaco,Leishmaniasis,Sand fly bite,Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/monaco
Monaco,Hantavirus,"Breathing in air or accidentally eating food contaminated with the urine, droppings, or saliva of infected rodents Bite from an infected rodent Less commonly, being around someone sick with hantavirus (only occurs with Andes virus)",Avoid rodents and areas where they live Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/monaco
Monaco,Tuberculosis (TB),"Breathe in TB bacteria that is in the air from an infected and contagious person coughing, speaking, or singing.",Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/monaco
Mongolia,Leptospirosis,"Touching urine or other body fluids from an animal infected with leptospirosis Swimming or wading in urine-contaminated fresh water, or contact with urine-contaminated mud Drinking water or eating food contaminated with animal urine",Avoid contaminated water and soil Avoid floodwater,https://wwwnc.cdc.gov/travel/destinations/traveler/none/mongolia
Mongolia,Hantavirus,"Breathing in air or accidentally eating food contaminated with the urine, droppings, or saliva of infected rodents Bite from an infected rodent Less commonly, being around someone sick with hantavirus (only occurs with Andes virus)",Avoid rodents and areas where they live Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/mongolia
Mongolia,Tuberculosis (TB),"Breathe in TB bacteria that is in the air from an infected and contagious person coughing, speaking, or singing.",Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/mongolia
Montenegro,Leptospirosis,"Touching urine or other body fluids from an animal infected with leptospirosis Swimming or wading in urine-contaminated fresh water, or contact with urine-contaminated mud Drinking water or eating food contaminated with animal urine",Avoid contaminated water and soil Avoid floodwater,https://wwwnc.cdc.gov/travel/destinations/traveler/none/montenegro
Montenegro,Crimean-Congo Hemorrhagic fever,Tick bite Touching the body fluids of a person or animal infected with CCHF,Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/montenegro
Montenegro,Leishmaniasis,Sand fly bite,Avoid bug bites,https://wwwnc.cdc.gov/travel/destinations/traveler/none/montenegro
Montenegro,Hantavirus,"Breathing in air or accidentally eating food contaminated with the urine, droppings, or saliva of infected rodents Bite from an infected rodent Less commonly, being around someone sick with hantavirus (only occurs with Andes virus)",Avoid rodents and areas where they live Avoid sick people,https://wwwnc.cdc.gov/travel/destinations/traveler/none/montenegro
